"Country","year","Region","Debt_as_pct_of_GDP"
"Oman","X1996","Middle East",28.6393004555578
"Oman","X1997","Middle East",28.2115921948054
"Oman","X1998","Middle East",40.1209105523311
"Oman","X1999","Middle East",34.9303004383561
"Oman","X2000","Middle East",26.1007253900158
"Oman","X2001","Middle East",25.1395319230588
"Oman","X2002","Middle East",18.6945531805596
"Oman","X2003","Middle East",17.1734560043766
"Oman","X2004","Middle East",15.9534615168984
"Oman","X2005","Middle East",9.87106214507009
"Oman","X2006","Middle East",8.90981847462802
"Oman","X2007","Middle East",7.10497828263258
"Oman","X2008","Middle East",4.8421697575054
"Oman","X2009","Middle East",6.8898943278217
"Oman","X2010","Middle East",5.85281485152035
"Oman","X2011","Middle East",5.18081801871184
"Oman","X2012","Middle East",4.93250364563106
"Oman","X2013","Middle East",5.06806834425687
"Oman","X2014","Middle East",4.88199684612016
"Oman","X2015","Middle East",14.8812326058877
"Oman","X2016","Middle East",18.5
"Panama","X1996","Central America/Caribbean",68.4899810293646
"Panama","X1997","Central America/Caribbean",63.39185414368
"Panama","X1998","Central America/Caribbean",61.2269701627639
"Panama","X1999","Central America/Caribbean",58.0794804992925
"Panama","X2000","Central America/Caribbean",56.4336312454245
"Panama","X2001","Central America/Caribbean",60.8945856096333
"Panama","X2002","Central America/Caribbean",60.0094911491004
"Panama","X2003","Central America/Caribbean",59.4768562308203
"Panama","X2004","Central America/Caribbean",61.9038793205485
"Panama","X2005","Central America/Caribbean",62.4824921990938
"Panama","X2006","Central America/Caribbean",57.6487839501545
"Panama","X2007","Central America/Caribbean",49.9607396038827
"Panama","X2008","Central America/Caribbean",42.5630255013299
"Panama","X2009","Central America/Caribbean",41.2866272401728
"Panama","X2010","Central America/Caribbean",40.2119366703745
"Panama","X2011","Central America/Caribbean",37.2783671665485
"Panama","X2012","Central America/Caribbean",35.7033563584802
"Panama","X2013","Central America/Caribbean",34.9642079132873
"Panama","X2014","Central America/Caribbean",37.0805837895041
"Panama","X2015","Central America/Caribbean",38.7707651643787
"Panama","X2016","Central America/Caribbean",39.3
"Papua New Guinea","X1996","Oceania",54.8731
"Papua New Guinea","X1997","Oceania",55.2006
"Papua New Guinea","X1998","Oceania",65.5887
"Papua New Guinea","X1999","Oceania",57.9403
"Papua New Guinea","X2000","Oceania",53.9124
"Papua New Guinea","X2001","Oceania",56.8062
"Papua New Guinea","X2002","Oceania",62.5796
"Papua New Guinea","X2003","Oceania",55.2705
"Papua New Guinea","X2004","Oceania",50.0209
"Papua New Guinea","X2005","Oceania",39.6484
"Papua New Guinea","X2006","Oceania",35.9893
"Papua New Guinea","X2007","Oceania",32.8855
"Papua New Guinea","X2008","Oceania",21.7830457089081
"Papua New Guinea","X2009","Oceania",21.8460113932773
"Papua New Guinea","X2010","Oceania",17.3418363340814
"Papua New Guinea","X2011","Oceania",16.3071204304883
"Papua New Guinea","X2012","Oceania",19.1483696265373
"Papua New Guinea","X2013","Oceania",25.0271813565393
"Papua New Guinea","X2014","Oceania",28.1100566101805
"Papua New Guinea","X2015","Oceania",30.5515506634159
"Papua New Guinea","X2016","Oceania",39.4
"Philippines","X1996","Southeast Asia",54.7266853890561
"Philippines","X1997","Southeast Asia",58.6817960523208
"Philippines","X1998","Southeast Asia",51.058308458318
"Philippines","X1999","Southeast Asia",53.5831329293505
"Philippines","X2000","Southeast Asia",58.7741757784485
"Philippines","X2001","Southeast Asia",58.8308323568113
"Philippines","X2002","Southeast Asia",63.2557235607911
"Philippines","X2003","Southeast Asia",68.0356918195088
"Philippines","X2004","Southeast Asia",65.804044811809
"Philippines","X2005","Southeast Asia",59.1688432917969
"Philippines","X2006","Southeast Asia",51.5819967511577
"Philippines","X2007","Southeast Asia",44.6396568205793
"Philippines","X2008","Southeast Asia",44.1672575948027
"Philippines","X2009","Southeast Asia",44.3430743330795
"Philippines","X2010","Southeast Asia",43.4617662794571
"Philippines","X2011","Southeast Asia",41.4117190446888
"Philippines","X2012","Southeast Asia",40.6094979247399
"Philippines","X2013","Southeast Asia",39.2584352162152
"Philippines","X2014","Southeast Asia",36.3976417649594
"Philippines","X2015","Southeast Asia",34.7946235279849
"Philippines","X2016","Southeast Asia",42.9
"Russia","X1996","Europe",51.9
"Russia","X1997","Europe",54.7
"Russia","X1998","Europe",73.1
"Russia","X1999","Europe",88.7
"Russia","X2000","Europe",55.7122837414325
"Russia","X2001","Europe",44.3139425978729
"Russia","X2002","Europe",37.4721450545673
"Russia","X2003","Europe",28.2549958426697
"Russia","X2004","Europe",20.7696783838296
"Russia","X2005","Europe",14.8091201957035
"Russia","X2006","Europe",9.77649767991868
"Russia","X2007","Europe",8.01024550009798
"Russia","X2008","Europe",7.42542891479877
"Russia","X2009","Europe",9.89047094854029
"Russia","X2010","Europe",10.5597839084988
"Russia","X2011","Europe",10.9132451451554
"Russia","X2012","Europe",11.7610407773257
"Russia","X2013","Europe",13.0755160405933
"Russia","X2014","Europe",15.8939509988441
"Russia","X2015","Europe",16.423031942607
"Russia","X2016","Europe",13.7
"Saudi Arabia","X1996","Middle East",75.6444372219627
"Saudi Arabia","X1997","Middle East",77.1549533744833
"Saudi Arabia","X1998","Middle East",102.210312451985
"Saudi Arabia","X1999","Middle East",102.991787626975
"Saudi Arabia","X2000","Middle East",86.7017724012641
"Saudi Arabia","X2001","Middle East",93.1477989006172
"Saudi Arabia","X2002","Middle East",96.351696772755
"Saudi Arabia","X2003","Middle East",81.5642311053814
"Saudi Arabia","X2004","Middle East",62.9282022815161
"Saudi Arabia","X2005","Middle East",37.3424359335585
"Saudi Arabia","X2006","Middle East",25.8308411362682
"Saudi Arabia","X2007","Middle East",17.1154305724822
"Saudi Arabia","X2008","Middle East",12.0559945858256
"Saudi Arabia","X2009","Middle East",13.9890376456109
"Saudi Arabia","X2010","Middle East",8.4483105769161
"Saudi Arabia","X2011","Middle East",5.39700796657996
"Saudi Arabia","X2012","Middle East",3.58968118901319
"Saudi Arabia","X2013","Middle East",2.15449914094678
"Saudi Arabia","X2014","Middle East",1.56710495184185
"Saudi Arabia","X2015","Middle East",5.00720987015802
"Saudi Arabia","X2016","Middle East",31
"Seychelles","X1996","Africa",104.885
"Seychelles","X1997","Africa",101.239
"Seychelles","X1998","Africa",116.576
"Seychelles","X1999","Africa",128.985
"Seychelles","X2000","Africa",172.56104614309
"Seychelles","X2001","Africa",201.269932523454
"Seychelles","X2002","Africa",202.05171030371
"Seychelles","X2003","Africa",175.715311372652
"Seychelles","X2004","Africa",163.225828874269
"Seychelles","X2005","Africa",144.064280078042
"Seychelles","X2006","Africa",132.509258508308
"Seychelles","X2007","Africa",130.748761259303
"Seychelles","X2008","Africa",130.009426853477
"Seychelles","X2009","Africa",121.292381693485
"Seychelles","X2010","Africa",81.8939926970908
"Seychelles","X2011","Africa",77.288691091552
"Seychelles","X2012","Africa",82.5381637216768
"Seychelles","X2013","Africa",68.7957733845992
"Seychelles","X2014","Africa",68.6294735394814
"Seychelles","X2015","Africa",68.9995686021411
"Seychelles","X2016","Africa",59.1
"Sierra Leone","X1996","Africa",161.211
"Sierra Leone","X1997","Africa",178.093
"Sierra Leone","X1998","Africa",211.739
"Sierra Leone","X1999","Africa",208.681
"Sierra Leone","X2000","Africa",211.177
"Sierra Leone","X2001","Africa",186.069
"Sierra Leone","X2002","Africa",174.617
"Sierra Leone","X2003","Africa",177.734
"Sierra Leone","X2004","Africa",160.493
"Sierra Leone","X2005","Africa",133.859
"Sierra Leone","X2006","Africa",103.110381167864
"Sierra Leone","X2007","Africa",42.1794788950384
"Sierra Leone","X2008","Africa",42.3741875177525
"Sierra Leone","X2009","Africa",48.0503822961776
"Sierra Leone","X2010","Africa",46.8490968769788
"Sierra Leone","X2011","Africa",44.7511259030871
"Sierra Leone","X2012","Africa",36.7654907013143
"Sierra Leone","X2013","Africa",30.5452500696728
"Sierra Leone","X2014","Africa",34.9638601473681
"Sierra Leone","X2015","Africa",43.7578907866818
"Sierra Leone","X2016","Africa",43.3
"South Africa","X1996","Africa",44.3337
"South Africa","X1997","Africa",45.7577
"South Africa","X1998","Africa",45.8013
"South Africa","X1999","Africa",45.9312
"South Africa","X2000","Africa",43.3167994725359
"South Africa","X2001","Africa",42.4018108405726
"South Africa","X2002","Africa",35.5473130337272
"South Africa","X2003","Africa",35.4275188834229
"South Africa","X2004","Africa",34.3926648846727
"South Africa","X2005","Africa",33.212302669385
"South Africa","X2006","Africa",31.35511579863
"South Africa","X2007","Africa",27.0606996343213
"South Africa","X2008","Africa",26.5056691189724
"South Africa","X2009","Africa",30.0782756311917
"South Africa","X2010","Africa",34.6751901741189
"South Africa","X2011","Africa",38.2270950527159
"South Africa","X2012","Africa",40.9985340983476
"South Africa","X2013","Africa",43.9855931823734
"South Africa","X2014","Africa",46.8954182794083
"South Africa","X2015","Africa",49.7781289179369
"South Africa","X2016","Africa",43.3
"Sri Lanka","X1996","Asia",90.177147339987
"Sri Lanka","X1997","Asia",82.9836055969271
"Sri Lanka","X1998","Asia",87.8294916851439
"Sri Lanka","X1999","Asia",91.9137036882838
"Sri Lanka","X2000","Asia",93.6964835105133
"Sri Lanka","X2001","Asia",99.802839119721
"Sri Lanka","X2002","Asia",102.096896341586
"Sri Lanka","X2003","Asia",102.270712023476
"Sri Lanka","X2004","Asia",102.328488871225
"Sri Lanka","X2005","Asia",90.6054023553663
"Sri Lanka","X2006","Asia",87.8846625015313
"Sri Lanka","X2007","Asia",84.9972112684872
"Sri Lanka","X2008","Asia",81.3697518887102
"Sri Lanka","X2009","Asia",86.0635332750259
"Sri Lanka","X2010","Asia",81.9086333872462
"Sri Lanka","X2011","Asia",78.452077716594
"Sri Lanka","X2012","Asia",79.1722800945932
"Sri Lanka","X2013","Asia",78.3153202070962
"Sri Lanka","X2014","Asia",75.5354677667818
"Sri Lanka","X2015","Asia",76.0355873873527
"Sri Lanka","X2016","Asia",77.1
"Sweden","X1996","Europe",84.36039408495
"Sweden","X1997","Europe",82.9774421776028
"Sweden","X1998","Europe",81.9877690338485
"Sweden","X1999","Europe",73.2048553582293
"Sweden","X2000","Europe",64.2890343495125
"Sweden","X2001","Europe",62.6742076264926
"Sweden","X2002","Europe",60.2324001587802
"Sweden","X2004","Europe",47.682430132098
"Sweden","X2005","Europe",47.9702148209092
"Sweden","X2006","Europe",42.9802254281189
"Sweden","X2007","Europe",38.1089718606283
"Sweden","X2008","Europe",36.6838873196031
"Sweden","X2009","Europe",40.1952982339413
"Sweden","X2010","Europe",37.5875640697115
"Sweden","X2011","Europe",36.9405594357783
"Sweden","X2012","Europe",37.1737950499349
"Sweden","X2013","Europe",39.7713844021169
"Sweden","X2014","Europe",44.7814671995986
"Sweden","X2015","Europe",43.3966596958351
"Sweden","X2016","Europe",41.4
"Tanzania","X1996","Africa",99.0207
"Tanzania","X1997","Africa",78.5338
"Tanzania","X1998","Africa",74.626
"Tanzania","X1999","Africa",75.0096
"Tanzania","X2000","Africa",65.9123
"Tanzania","X2001","Africa",57.9647
"Tanzania","X2002","Africa",58.7598
"Tanzania","X2004","Africa",56.0229400090976
"Tanzania","X2005","Africa",55.9725784625081
"Tanzania","X2006","Africa",42.64753232835
"Tanzania","X2007","Africa",28.4473852621805
"Tanzania","X2008","Africa",21.5150980529754
"Tanzania","X2009","Africa",24.3591007986542
"Tanzania","X2010","Africa",27.3426237421706
"Tanzania","X2011","Africa",27.842426234918
"Tanzania","X2012","Africa",29.1508510857991
"Tanzania","X2013","Africa",30.9009731489153
"Tanzania","X2014","Africa",33.7950060624078
"Tanzania","X2015","Africa",36.5163233290373
"Tanzania","X2016","Africa",36.6
"Thailand","X1996","Southeast Asia",14.7723291808636
"Thailand","X1997","Southeast Asia",40.3660149812146
"Thailand","X1998","Southeast Asia",49.5120873735712
"Thailand","X1999","Southeast Asia",54.4290945319251
"Thailand","X2000","Southeast Asia",55.3131505774462
"Thailand","X2001","Southeast Asia",54.9003555276666
"Thailand","X2002","Southeast Asia",51.0090755337739
"Thailand","X2003","Southeast Asia",46.381216538326
"Thailand","X2004","Southeast Asia",44.95876217651
"Thailand","X2005","Southeast Asia",43.0433717180151
"Thailand","X2006","Southeast Asia",38.4865271815114
"Thailand","X2007","Southeast Asia",35.0739588248833
"Thailand","X2008","Southeast Asia",35.1113142648985
"Thailand","X2009","Southeast Asia",41.453650021504
"Thailand","X2010","Southeast Asia",39.164851854245
"Thailand","X2011","Southeast Asia",39.3637494733615
"Thailand","X2012","Southeast Asia",39.9807914405557
"Thailand","X2013","Southeast Asia",42.0924767030929
"Thailand","X2014","Southeast Asia",43.3346995644458
"Thailand","X2015","Southeast Asia",42.720809589078
"Thailand","X2016","Southeast Asia",50.4
"Tunisia","X1996","Africa",55.19896
"Tunisia","X1997","Africa",62.50191
"Tunisia","X1998","Africa",59.63186
"Tunisia","X1999","Africa",61.30566
"Tunisia","X2000","Africa",60.67416
"Tunisia","X2001","Africa",62.47387
"Tunisia","X2002","Africa",61.53846
"Tunisia","X2003","Africa",59.78328
"Tunisia","X2004","Africa",54.1011136461351
"Tunisia","X2005","Africa",52.4219651945527
"Tunisia","X2006","Africa",47.9520065773346
"Tunisia","X2007","Africa",44.8001873822951
"Tunisia","X2008","Africa",42.0210322977767
"Tunisia","X2009","Africa",40.5427853212205
"Tunisia","X2010","Africa",39.2170654247489
"Tunisia","X2011","Africa",43.0679720021041
"Tunisia","X2012","Africa",47.6763556373107
"Tunisia","X2013","Africa",46.8403964518702
"Tunisia","X2014","Africa",51.5605665128991
"Tunisia","X2015","Africa",55.7068037039421
"Tunisia","X2016","Africa",57.3
"Turkey","X1996","Europe",35.4572
"Turkey","X1997","Europe",32.4722
"Turkey","X1998","Europe",36.5254
"Turkey","X1999","Europe",52.0898
"Turkey","X2000","Europe",51.3102405115325
"Turkey","X2001","Europe",77.9359729350624
"Turkey","X2002","Europe",73.9996833405349
"Turkey","X2003","Europe",67.6979801508043
"Turkey","X2004","Europe",59.6115197913851
"Turkey","X2005","Europe",52.7104766008632
"Turkey","X2006","Europe",46.5241278069182
"Turkey","X2007","Europe",39.9073305980633
"Turkey","X2008","Europe",39.9836571407901
"Turkey","X2009","Europe",46.0726336477889
"Turkey","X2010","Europe",42.3354099957516
"Turkey","X2011","Europe",39.1417112794053
"Turkey","X2012","Europe",36.1582344623456
"Turkey","X2013","Europe",36.1380038502031
"Turkey","X2014","Europe",33.5195100150625
"Turkey","X2015","Europe",32.9297255929522
"Turkey","X2016","Europe",32.7
"United Arab Emirates","X1996","Middle East",5.89801
"United Arab Emirates","X1997","Middle East",4.84277
"United Arab Emirates","X1998","Middle East",7.13875
"United Arab Emirates","X1999","Middle East",4.81531495501266
"United Arab Emirates","X2000","Middle East",3.09265776465136
"United Arab Emirates","X2001","Middle East",2.68968848289814
"United Arab Emirates","X2002","Middle East",3.59459820892458
"United Arab Emirates","X2003","Middle East",4.40369045333119
"United Arab Emirates","X2004","Middle East",5.64005727376988
"United Arab Emirates","X2005","Middle East",6.63151356361156
"United Arab Emirates","X2006","Middle East",6.84153839437208
"United Arab Emirates","X2007","Middle East",7.852535719655
"United Arab Emirates","X2008","Middle East",12.530937358531
"United Arab Emirates","X2009","Middle East",24.0835908032556
"United Arab Emirates","X2010","Middle East",22.225315790994
"United Arab Emirates","X2011","Middle East",17.5516751380171
"United Arab Emirates","X2012","Middle East",17.0346405100082
"United Arab Emirates","X2013","Middle East",15.8202375218276
"United Arab Emirates","X2014","Middle East",15.5850459152944
"United Arab Emirates","X2015","Middle East",18.0762995817214
"United Arab Emirates","X2016","Middle East",60.3
"Venezuela","X1998","South America",31.4446152917183
"Venezuela","X1999","South America",31.1843516770019
"Venezuela","X2000","South America",28.2414388452847
"Venezuela","X2001","South America",31.7241513671216
"Venezuela","X2002","South America",55.0315777515556
"Venezuela","X2003","South America",55.8168027773639
"Venezuela","X2004","South America",42.1740883658385
"Venezuela","X2005","South America",35.5648664536794
"Venezuela","X2006","South America",25.6581830056914
"Venezuela","X2007","South America",26.3644145880131
"Venezuela","X2008","South America",20.3113203366019
"Venezuela","X2009","South America",27.5736404723603
"Venezuela","X2010","South America",36.4605624503517
"Venezuela","X2011","South America",50.5704146753238
"Venezuela","X2012","South America",58.0918161189477
"Venezuela","X2013","South America",73.7024183321575
"Venezuela","X2014","South America",63.4893093687043
"Venezuela","X2015","South America",41.5006009403101
"Venezuela","X2016","South America",36.7
"Vietnam","X1996","Southeast Asia",94.4395
"Vietnam","X1997","Southeast Asia",76.1495
"Vietnam","X1998","Southeast Asia",79.3128
"Vietnam","X1999","Southeast Asia",75.8121
"Vietnam","X2000","Southeast Asia",41.6636
"Vietnam","X2001","Southeast Asia",39.8961
"Vietnam","X2002","Southeast Asia",40.7523
"Vietnam","X2003","Southeast Asia",44.2952
"Vietnam","X2004","Southeast Asia",43.3919
"Vietnam","X2005","Southeast Asia",36.5415360197171
"Vietnam","X2006","Southeast Asia",38.4068991086889
"Vietnam","X2007","Southeast Asia",40.8971520459538
"Vietnam","X2008","Southeast Asia",39.4189074449676
"Vietnam","X2009","Southeast Asia",45.1666012834821
"Vietnam","X2010","Southeast Asia",48.0840053578092
"Vietnam","X2011","Southeast Asia",45.786618532419
"Vietnam","X2012","Southeast Asia",47.9214610653152
"Vietnam","X2013","Southeast Asia",51.8298955836807
"Vietnam","X2014","Southeast Asia",55.1337331776878
"Vietnam","X2015","Southeast Asia",58.2526543649326
"Vietnam","X2016","Southeast Asia",54.9
"Yemen","X1996","Middle East",231.017
"Yemen","X1997","Middle East",106.484
"Yemen","X1998","Middle East",121.417
"Yemen","X1999","Middle East",96.0502515910929
"Yemen","X2000","Middle East",60.8407450318148
"Yemen","X2001","Middle East",60.5685780376764
"Yemen","X2002","Middle East",57.8272275593712
"Yemen","X2003","Middle East",56.8230116397574
"Yemen","X2004","Middle East",52.0680944426196
"Yemen","X2005","Middle East",43.8007104987594
"Yemen","X2006","Middle East",40.8423716628606
"Yemen","X2007","Middle East",40.407905841435
"Yemen","X2008","Middle East",36.4212660335396
"Yemen","X2009","Middle East",49.842357838477
"Yemen","X2010","Middle East",42.3795725343077
"Yemen","X2011","Middle East",45.7259848053261
"Yemen","X2012","Middle East",47.3123779304882
"Yemen","X2013","Middle East",48.1997622316507
"Yemen","X2014","Middle East",48.7221463997642
"Yemen","X2015","Middle East",66.6709416234254
"Yemen","X2016","Middle East",92.2
